,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3106,Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75
3107,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7
3108,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14,796,35,5,2.9
3109,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25
3110,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5
3111,Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,74,5,5.34
3112,Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,74,5,3.85
3113,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,102,8,8.5
3114,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,71,5,4.2
3115,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75
3116,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26
3117,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61
3118,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19,998,67.1,5,1.46
3119,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8
3120,Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,32.26,998,58.2,4,4
3121,Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17,1497,118,5,5.47
3122,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45
3123,BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995,184,5,21.5
3124,Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15,1368,90,5,1.38
3125,Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,16,2179,140,7,13.5
3126,Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,3.1
3127,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,5.49
3128,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,9.51
3129,Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,2.39
3130,Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,33.54,998,67.04,5,3.25
3131,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65
3132,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85
3133,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340,5,2.02
3134,Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8
3135,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,74,5,6.9
3136,Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35
3137,Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85
3138,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13,2143,204,5,22.75
3139,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.45
3140,Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64
3141,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27
3142,Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,148,7,10
3143,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95
3144,Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17,1197,80,5,3.38
3145,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,16.8
3146,Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99
3147,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,82,5,5.84
3148,Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15
3149,Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7
3150,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16,2179,140,7,9.24
3151,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7,1598,118,5,7.65
3152,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31
3153,Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75
3154,Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69
3155,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1
3156,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7,796,35,8,1.55
3157,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84
3158,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6
3159,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73
3160,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,74,5,4.75
3161,Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45
3162,Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55
3163,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25
3164,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158,7,27.36
3165,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,110,5,6.5
3166,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,82,5,4.25
3167,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,5.5
3168,Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,4
3169,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65
3170,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,170,5,28.5
3171,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,7.11
3172,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,3.9
3173,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,5.6
3174,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,2.25
3175,Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,3.9
3176,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,28.63
3177,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25
3178,Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,2
3179,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,3.5
3180,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,5
3181,Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20,1196,63,5,3.72
3182,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,3.45
3183,Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248,74,5,4.5
3184,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13,1591,121.3,5,14.36
3185,Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197,82,5,5.5
3186,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,3
3187,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,6.08
3188,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,5
3189,Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,20.25
3190,Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0,999,null  ,5,1.2
3191,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,18
3192,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20,2143,107.3,5,17.5
3193,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814,55.2,5,2.1
3194,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,7.5
3195,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,24.77
3196,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,8.65
3197,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198,197,7,35.5
3198,Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5,10.5
3199,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14,2179,155,7,13
3200,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,26.5
3201,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061,64,5,1.4
3202,Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5,7.51
3203,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248,74,5,4.3
3204,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18,1497,117.3,5,8.95
3205,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,6.91
3206,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5,9.75
3207,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5,4
3208,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,3.65
3209,Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179,140,7,10.75
3210,Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5,4.51
3211,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0,2987,165,5,49.22
3212,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5,3.7
3213,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494,102,7,12.99
3214,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,4.15
3215,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5,4.4
3216,Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7,4.25
3217,Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18,1198,86.7,5,4.25
3218,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18,1497,117.3,5,7.7
3219,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5,39.75
3220,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,8.5
3221,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5,7
3222,Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299,70,5,0.8
3223,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13,2982,168.5,7,15.25
3224,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19,998,66.1,5,2.25
3225,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7,4.85
3226,Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,6.42
3227,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,2.5
3228,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5,5.75
3229,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1,796,37,4,0.5
3230,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179,140,7,11.52
3231,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5,4.5
3232,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15,1396,98.6,5,4.75
3233,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5,13.54
3234,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13,2143,201.1,5,23.41
3235,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,19.25
3236,Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9,1984,181,5,20
3237,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143,203,5,13
3238,Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2,2354,180,5,3.99
3239,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5,4.65
3240,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,4.65
3241,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15
3242,Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5,8.25
3243,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,65
3244,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248,74,5,4.5
3245,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170,5,17.5
3246,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5,4.31
3247,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5,6.2
3248,Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364,null  ,5,4.67
3249,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,3.32
3250,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799,130,5,3.75
3251,Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5,4.7
3252,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5,6.5
3253,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494,102,8,7.25
3254,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598,118,5,8.94
3255,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19,1194,94.68,5,7.34
3256,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5,6.9
3257,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,5.9
3258,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5,6.75
3259,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5,4.1
3260,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,27
3261,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15,1598,103.52,5,4.5
3262,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5,14.5
3263,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4,1248,74,5,5.25
3264,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248,74,5,1.2
3265,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8,4.95
3266,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,7.5
3267,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10,2996,333,4,48
3268,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5,4.45
3269,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,59.65
3270,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,4.38
3271,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,7.9
3272,Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0,1086,62,5,1.88
3273,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48,NA,,NA,10.5
3274,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,7.29
3275,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,6
3276,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16,2179,140,7,6.7
3277,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7,796,46.3,5,1.5
3278,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,23.8
3279,Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1,2179,140,7,7.77
3280,Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,3.32
3281,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9,1248,74,5,4.94
3282,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20,2143,107.3,5,11
3283,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799,53.3,5,3.4
3284,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9,1248,74,5,4.17
3285,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993,60,5,1.25
3286,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197,82,5,5.45
3287,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5,2.59
3288,Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16,2179,140,7,12.01
3289,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5,2.45
3290,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,29
3291,Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399,null  ,5,2.4
3292,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143,170,5,11.99
3293,Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18,1497,117.3,5,7.9
3294,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8,2494,102,7,6.25
3295,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5,1.8
3296,Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6,998,58.16,5,2.8
3297,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5,4.9
3298,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198,75,5,2.25
3299,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5,8.89
3300,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7,15
3301,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99,5,5.65
3302,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7,7
3303,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,2.95
3304,Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5,3.3
3305,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493,110,5,3.5
3306,Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493,100,5,2.3
3307,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5,13.69
3308,Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,3.1
3309,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44,2359,198.25,5,12.75
3310,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,13.75
3311,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5,6.75
3312,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,5.25
3313,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16,2179,140,7,8.75
3314,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49,1493,100,7,8.87
3315,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354,142,5,6.5
3316,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7,4.5
3317,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696,162,7,12.5
3318,Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7,16.8
3319,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7,8.75
3320,Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5,8.5
3321,Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5,2.21
3322,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8,796,34.2,5,1.6
3323,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,6.25
3324,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799,130,5,2.25
3325,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,136,5,25.75
3326,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5,6.75
3327,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5,6.25
3328,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5,5.1
3329,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5,10.75
3330,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,First,24,1120,70,5,5.7
3331,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,First,20.5,1598,105,5,5.95
3332,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,First,25.44,936,56.3,5,2.4
3333,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21,1493,100,7,3.49
3334,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197,80,5,4
3335,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,3.85
3336,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5,3.95
3337,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5,3
